,n_table,name,report,structureWithDailyNumbers,structureWithPopulation,values
58,1.0,is,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
59,1.0,the,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
60,1.0,key,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
61,1.0,to,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
62,1.0,detect,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
63,1.0,combat,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
64,1.0,spread,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
65,1.0,of,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
66,1.0,he,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
67,1.0,new,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
68,1.0,edia/news/whos,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
69,1.0,eastern,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
70,1.0,mediterranean,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
71,1.0,region,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
72,1.0,scales,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
73,1.0,up,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
74,1.0,preparedness,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
75,1.0,for,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
76,1.0,novel,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
77,1.0,el Coronavirus (2019,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
78,1.0,https://www.who.int/emergencies/diseases/novel,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
79,1.0,coronavirus,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,"[0, 2019]"
80,1.0,CDC press release. First Travel,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
81,1.0,https://www.cdc.gov/media/releases/2020/p0121,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
82,1.0,novel,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
83,1.0,coronavirus,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
84,1.0,travel,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
85,1.0,https://www.moh.gov.sg/news,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
86,1.0,highlights/details/confirmed,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
87,1.0,imported,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
88,1.0,case,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
89,1.0,of,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
90,1.0,novel,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
91,1.0,coronavirus,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
92,1.0,infection,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
93,1.0,in,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
94,1.0,singapore,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
95,1.0,multi,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
96,1.0,ministry,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
97,1.0,taskforce,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
98,1.0,ramps,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
99,1.0,up,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
100,1.0,y,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
101,1.0,CDC press release. Second Travel,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
102,1.0,https://www.cdc.gov/media/releases/2020/p0124,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
103,1.0,second,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
104,1.0,ravel,Situation report - 10Novel Coronavirus (2019-nCoV) 30 January 2020,False,False,[0]
0,1.0,"Table 1. Countries, territories or areas with reported confirmed cases of 2019",Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[0]
1,1.0,"nCoV, 2",Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[9]
2,1.0,January 2,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[20]
3,1.0,*,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[5997]
4,1.0,Japan,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[7]
5,1.0,Republic of Korea,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[4]
6,1.0,Viet Nam,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[2]
7,1.0,Singapore,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[7]
8,1.0,Australia,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[7]
9,1.0,Malaysia,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[4]
10,1.0,Cambodia,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[1]
11,1.0,South,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[0]
12,1.0,Thailand,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[14]
13,1.0,Nepal,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[1]
14,1.0,Sri Lanka,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[1]
15,1.0,United States of America,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[5]
16,1.0,Canada,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[3]
17,1.0,France,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[4]
18,1.0,Germany,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[4]
19,1.0,United Arab Emirates,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[4]
20,1.0,Total,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[6065]
21,1.0,(,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[7]
22,1.0,(,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[8]
23,1.0,Figure 2: Epidemic curve by date of onset of 2019,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[0]
24,1.0,"nCoV cases identified outside of China, 2",Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[9]
25,1.0,he,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[68]
26,1.0,remaining,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[65]
27,1.0,"cases, information is available only for",Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[40]
28,1.0,Limit human,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[0]
29,1.0,to,Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[0]
30,1.0,"healthcare settings, implementation of health measures for travellers, awareness",Situation report - 9Novel Coronavirus (2019-nCoV) 29 January 2020,False,False,[0]
0,1.0,Table,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,"[1, 0]"
1,1.0,"nCoV, 2",Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[8]
2,1.0,*,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[4537]
3,1.0,Japan,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[6]
4,1.0,Republic of Korea,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[4]
5,1.0,Viet Nam,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[2]
6,1.0,Singapore,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[7]
7,1.0,Australia,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[5]
8,1.0,Malaysia,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[4]
9,1.0,Cambodia,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[1]
10,1.0,South,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[0]
11,1.0,Thailand,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[14]
12,1.0,Nepal,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[1]
13,1.0,Sri Lanka,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[1]
14,1.0,United States of America,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[5]
15,1.0,Canada,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[2]
16,1.0,France,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[3]
17,1.0,Germany,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[1]
18,1.0,Total,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[4593]
19,1.0,(,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[7]
20,1.0,(,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[7]
21,1.0,Figure 2: Epidemic curve by date of onset of 2019,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[0]
22,1.0,"nCoV cases identified outside of China,",Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,"[2, 8]"
23,1.0,while asymptomatic. For remaining,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[53]
24,1.0,Limit human,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[0]
25,1.0,to,Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[0]
26,1.0,"ttings, implementation of health measures for travellers, awareness",Situation report - 8Novel Coronavirus (2019-nCoV) 28 January 2020,False,False,[0]
0,1.0,or areas with reported confirmed cases of 2019,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
1,1.0,*,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[2761]
2,1.0,Japan,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[4]
3,1.0,Republic of Korea,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[4]
4,1.0,Viet Nam,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[2]
5,1.0,Singapore,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[4]
6,1.0,Australia,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[4]
7,1.0,Malaysia,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[4]
8,1.0,South,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
9,1.0,Thailand,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[5]
10,1.0,Nepal,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[1]
11,1.0,United States of America,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[5]
12,1.0,Canada,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[1]
13,1.0,France,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[3]
14,1.0,Total,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[2]
15,1.0,coronavirus 2019,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
16,1.0,transmission investigation protocol for 2019,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
17,1.0,novel coronavirus (2019,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
18,1.0,"case definitions, to characterize the key epidemiological transmission features of 2019",Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
19,1.0,Household transmission investigation protocol for 2019,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
20,1.0,novel coronavirus (2019,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
21,1.0,onavirus (Middle,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
22,1.0,"fomites, suggesting that the transmission mode of the 2019",Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
23,1.0,Frequent hand,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
24,1.0,https://www.who.int/emergencies/diseases/novel,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
25,1.0,coronavirus,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,"[0, 2019]"
26,1.0,WHO travel advice for international travel and trade in relation to the outbreak of the novel coronavirus,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,"[2019, 0]"
27,1.0,https://www.who.int/ith/2020,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,"[0, 24, 0, 1, 0]"
28,1.0,outbreak,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
29,1.0,of,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
30,1.0,Pneumonia,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
31,1.0,caused,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
32,1.0,by,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
33,1.0,new,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
34,1.0,https://www.who.int/southeastasia/news/detail/27,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,"[0, 1, 0, 2020, 0]"
35,1.0,readiness,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
36,1.0,is,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
37,1.0,the,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
38,1.0,key,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
39,1.0,to,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
40,1.0,detect,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
41,1.0,combat,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
42,1.0,spread,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
43,1.0,of,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
44,1.0,the,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
45,1.0,new,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
46,1.0,http://www.emro.who.int/media/news/whos,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
47,1.0,eastern,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
48,1.0,mediterranean,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
49,1.0,region,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
50,1.0,scales,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
51,1.0,up,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
52,1.0,preparedness,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
53,1.0,for,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
54,1.0,novel,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
55,1.0,Situation report by WHO on Novel Coronavirus (2019,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
56,1.0,https://www.who.int/emergencies/diseases/novel,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
57,1.0,coronavirus,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,"[0, 2019]"
58,1.0,press release. First Travel,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
59,1.0,https://www.cdc.gov/media/releases/2020/p0121,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
60,1.0,novel,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
61,1.0,coronavirus,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
62,1.0,avel,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
63,1.0,https://www.moh.gov.sg/news,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
64,1.0,highlights/details/confirmed,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
65,1.0,imported,Situation report - 7Novel Coronavirus (2019-nCoV) 27 January 2020,False,False,[0]
